Name,Event,OlypQualTime,OlypRecord,Final,Heat,Semi,AvgTime,RelTime_OQT,RelTime_ORT,Podium,RelTime_OQT_LR
GRASSI Santiago,Men's 50m Freestyle,1327,1267,NA,1387,NA,1387,-0.043258832,-0.086517664,0,0
HWANG Sunwoo,Men's 50m Freestyle,1327,1267,NA,1394,NA,1394,-0.048063128,-0.091104735,0,0
POPOVICI David,Men's 50m Freestyle,1327,1267,NA,1397,NA,1397,-0.050107373,-0.09305655,0,0
BUKHOV Vladyslav,Men's 50m Freestyle,1327,1267,NA,1333,1343,1338,-0.008221226,-0.053064275,0,0
CONDORELLI Santo,Men's 50m Freestyle,1327,1267,NA,1334,NA,1334,-0.005247376,-0.050224888,0,0
GIGLER Heiko,Men's 50m Freestyle,1327,1267,NA,1337,NA,1337,-0.007479432,-0.052356021,0,0
KHALAFALLA Ali,Men's 50m Freestyle,1327,1267,NA,1342,NA,1342,-0.011177347,-0.055886736,0,0
CASTANO GARCIA Gabriel,Men's 50m Freestyle,1327,1267,NA,1352,NA,1352,-0.018491124,-0.062869822,0,0
CZERNIAK Konrad,Men's 50m Freestyle,1327,1267,NA,1353,NA,1353,-0.019216556,-0.063562454,0,0
HO Ian Yentou,Men's 50m Freestyle,1327,1267,NA,1365,NA,1365,-0.027838828,-0.071794872,0,0
SAHNOUNE Oussama,Men's 50m Freestyle,1327,1267,NA,1381,NA,1381,-0.0391021,-0.082548878,0,0
PUTS Jesse,Men's 50m Freestyle,1327,1267,NA,1344,1347,1345.5,-0.013749535,-0.058342624,0,0
HAYDEN Brent,Men's 50m Freestyle,1327,1267,NA,1345,1342,1343.5,-0.012281355,-0.056940826,0,0
GROUSSET Maxime,Men's 50m Freestyle,1327,1267,NA,1357,1347,1352,-0.018491124,-0.062869822,0,0
LIENDO EDWARDS Joshua,Men's 50m Freestyle,1327,1267,NA,1323,NA,1323,0.003023432,-0.042328042,0,1
MILJENIC Nikola,Men's 50m Freestyle,1327,1267,NA,1334,NA,1334,-0.005247376,-0.050224888,0,0
KOLESNIKOV Kliment,Men's 50m Freestyle,1327,1267,NA,1348,1342,1345,-0.0133829,-0.057992565,0,0
MOROZOV Vladimir,Men's 50m Freestyle,1327,1267,NA,1352,1345,1348.5,-0.015943641,-0.060437523,0,0
MESTRE Alberto,Men's 50m Freestyle,1327,1267,NA,1356,1342,1349,-0.016308377,-0.060785767,0,0
CHERUTI Meiron Amir,Men's 50m Freestyle,1327,1267,NA,1321,NA,1321,0.004542014,-0.040878123,0,1
YU Hexin,Men's 50m Freestyle,1327,1267,NA,1334,NA,1334,-0.005247376,-0.050224888,0,0
SEELIGER Bjoern,Men's 50m Freestyle,1327,1267,NA,1339,NA,1339,-0.008961912,-0.053771471,0,0
LIUKKONEN Ari-Pekka,Men's 50m Freestyle,1327,1267,NA,1345,NA,1345,-0.0133829,-0.057992565,0,0
JURASZEK Pawel,Men's 50m Freestyle,1327,1267,NA,1357,1348,1352.5,-0.018853974,-0.063216266,0,0
TANDY Bradley,Men's 50m Freestyle,1327,1267,NA,1342,NA,1342,-0.011177347,-0.055886736,0,0
LOBANOVSKIJ Maxim,Men's 50m Freestyle,1327,1267,NA,1345,NA,1345,-0.0133829,-0.057992565,0,0
McEVOY Cameron,Men's 50m Freestyle,1327,1267,NA,1351,NA,1351,-0.017764619,-0.062176166,0,0
FINKE Robert,Men's 800m Freestyle,28440,27690,27747,27792,NA,27769.5,0.024145195,-0.002862853,1,1
PALTRINIERI Gregorio,Men's 800m Freestyle,28440,27690,27731,28093,NA,27912,0.018916595,-0.007953568,1,1
ROMANCHUK Mykhailo,Men's 800m Freestyle,28440,27690,27753,27688,NA,27720.5,0.02595552,-0.001100269,1,1
WELLBROCK Florian,Men's 800m Freestyle,28440,27690,27788,27737,NA,27762.5,0.024403422,-0.002611436,0,1
McLOUGHLIN Jack,Men's 800m Freestyle,28440,27690,27900,28054,NA,27977,0.016549308,-0.010258427,0,1
FROLOV Serhii,Men's 800m Freestyle,28440,27690,27911,28087,NA,27999,0.015750563,-0.011036108,0,1
AUBOECK Felix,Men's 800m Freestyle,28440,27690,28154,27973,NA,28063.5,0.013416003,-0.013309103,0,1
COSTA Guilherme,Men's 800m Freestyle,28440,27690,28411,27969,NA,28190,0.008868393,-0.017736786,0,1
JOHANSSON Victor,Men's 800m Freestyle,28440,27690,NA,28154,NA,28154,0.010158414,-0.016480784,0,1
ACOSTA Marcelo,Men's 800m Freestyle,28440,27690,NA,28981,NA,28981,-0.018667403,-0.044546427,0,0
BAU Martin,Men's 800m Freestyle,28440,27690,NA,29119,NA,29119,-0.023318108,-0.049074487,0,0
REID Zac,Men's 800m Freestyle,28440,27690,NA,28386,NA,28386,0.001902346,-0.024519129,0,1
NGUYEN Huy Hoang,Men's 800m Freestyle,28440,27690,NA,28456,NA,28456,-0.000562272,-0.026918752,0,0
KALMAR Akos,Men's 800m Freestyle,28440,27690,NA,28585,NA,28585,-0.005072591,-0.031310128,0,0
LOPES Jose,Men's 800m Freestyle,28440,27690,NA,28575,NA,28575,-0.004724409,-0.030971129,0,0
MARKOS Dimitrios,Men's 800m Freestyle,28440,27690,NA,28748,NA,28748,-0.010713789,-0.03680256,0,0
CHENG Long,Men's 800m Freestyle,28440,27690,NA,28751,NA,28751,-0.010817015,-0.036903064,0,0
CELIC Vuk,Men's 800m Freestyle,28440,27690,NA,29125,NA,29125,-0.023519313,-0.049270386,0,0
WIFFEN Daniel,Men's 800m Freestyle,28440,27690,NA,28325,NA,28325,0.004060018,-0.022418358,0,1
MESTRE Alfonso,Men's 800m Freestyle,28440,27690,NA,28327,NA,28327,0.003989127,-0.02248738,0,1
ALY ELKAMASH Marwan,Men's 800m Freestyle,28440,27690,NA,28396,NA,28396,0.001549514,-0.024862657,0,1
NORGAARD Alexander,Men's 800m Freestyle,28440,27690,NA,28430,NA,28430,0.000351741,-0.026028843,0,1
ASLAN Yigit,Men's 800m Freestyle,28440,27690,NA,28578,NA,28578,-0.004828889,-0.031072853,0,0
BIRD Kieran,Men's 800m Freestyle,28440,27690,NA,28673,NA,28673,-0.008126112,-0.034283123,0,0
DRUZHININ Ilia,Men's 800m Freestyle,28440,27690,NA,28907,NA,28907,-0.016155257,-0.042100529,0,0
CHRISTIANSEN Henrik,Men's 800m Freestyle,28440,27690,NA,28117,NA,28117,0.011487712,-0.015186542,0,1
HAFNAOUI Ahmed,Men's 800m Freestyle,28440,27690,NA,28154,NA,28154,0.010158414,-0.016480784,0,1
BRINEGAR Michael,Men's 800m Freestyle,28440,27690,NA,28380,NA,28380,0.002114165,-0.024312896,0,1
IPSEN Anton,Men's 800m Freestyle,28440,27690,NA,28538,NA,28538,-0.003434018,-0.029714766,0,0
DETTI Gabriele,Men's 800m Freestyle,28440,27690,NA,28187,NA,28187,0.008975769,-0.017632242,0,1
EGOROV Aleksandr,Men's 800m Freestyle,28440,27690,NA,28237,NA,28237,0.007189149,-0.019371746,0,1
MICKA Jan,Men's 800m Freestyle,28440,27690,NA,28744,NA,28744,-0.01057612,-0.036668522,0,0
AUBRY David,Men's 800m Freestyle,28440,27690,NA,28816,NA,28816,-0.013048306,-0.039075514,0,0
McKEOWN Kaylee,Women's 100m Backstroke,3630,208020,3467,3508,3491,3488.666667,0.040512135,58.6273648,1,1
MASSE Kylie,Women's 100m Backstroke,3630,208020,3492,3497,3489,3492.666667,0.039320481,58.55907616,1,1
SMITH Regan,Women's 100m Backstroke,3630,208020,3485,3516,3506,3502.333333,0.036451889,58.39468925,1,1
WHITE Rhyan Elizabeth,Women's 100m Backstroke,3630,208020,3523,3542,3526,3530.333333,0.028231517,57.92361439,0,1
SEEBOHM Emily,Women's 100m Backstroke,3630,208020,3525,3566,3539,3543.333333,0.024459078,57.7074318,0,1
DAWSON Kathleen,Women's 100m Backstroke,3630,208020,3550,3549,3536,3545,0.023977433,57.67983075,0,1
TOUSSAINT Kira,Women's 100m Backstroke,3630,208020,3551,3561,3549,3553.666667,0.021480161,57.53672263,0,1
GORBENKO Anastasia,Women's 100m Backstroke,3630,208020,3593,3630,3570,3597.666667,0.008987307,56.82080978,0,1
KATAI Donata,Women's 100m Backstroke,3630,208020,NA,3793,NA,3793,-0.042973899,53.84313209,0,0
PATEL Maana Patel,Women's 100m Backstroke,3630,208020,NA,3920,NA,3920,-0.073979592,52.06632653,0,0
INCE Kimberly,Women's 100m Backstroke,3630,208020,NA,4224,NA,4224,-0.140625,48.24715909,0,0
SALCUTAN Tatiana,Women's 100m Backstroke,3630,208020,NA,3719,NA,3719,-0.023931164,54.93439097,0,0
de BEVER ELLIOT McKenna,Women's 100m Backstroke,3630,208020,NA,3729,NA,3729,-0.026548673,54.7843926,0,0
GALYER Ali,Women's 100m Backstroke,3630,208020,NA,3785,NA,3785,-0.040951123,53.95904888,0,0
LARA Krystal,Women's 100m Backstroke,3630,208020,NA,3787,NA,3787,-0.041457618,53.93002377,0,0
MARQUEZ Celina,Women's 100m Backstroke,3630,208020,NA,3855,NA,3855,-0.058365759,52.96108949,0,0
TITUS Danielle,Women's 100m Backstroke,3630,208020,NA,3893,NA,3893,-0.067557154,52.43436938,0,0
PASSON Felicity,Women's 100m Backstroke,3630,208020,NA,3906,NA,3906,-0.070660522,52.25652842,0,0
NAZAROVA Diana,Women's 100m Backstroke,3630,208020,NA,4059,NA,4059,-0.105691057,50.24907613,0,0
JALLOW Mimosa,Women's 100m Backstroke,3630,208020,NA,3606,NA,3606,0.006655574,56.68718802,0,1
GASTALDELLO Beryl,Women's 100m Backstroke,3630,208020,NA,3669,NA,3669,-0.010629599,55.69664759,0,0
HILL Danielle,Women's 100m Backstroke,3630,208020,NA,3686,NA,3686,-0.015192621,55.43516007,0,0
AU Hoi Shun Stephanie,Women's 100m Backstroke,3630,208020,NA,3667,NA,3667,-0.010089992,55.72757022,0,0
GRABOWSKI Lena,Women's 100m Backstroke,3630,208020,NA,3740,NA,3740,-0.029411765,54.62032086,0,0
ZEVINA Daryna,Women's 100m Backstroke,3630,208020,NA,3757,NA,3757,-0.033803567,54.3686452,0,0
ARCILA HURTADO Isabella,Women's 100m Backstroke,3630,208020,NA,3748,NA,3748,-0.031483458,54.50160085,0,0
PANZIERA Margherita,Women's 100m Backstroke,3630,208020,NA,3614,3615,3614.5,0.004288283,56.55152857,0,1
RUCK Taylor,Women's 100m Backstroke,3630,208020,NA,3629,3585,3607,0.00637649,56.6711949,0,1
FESIKOVA Anastasiia,Women's 100m Backstroke,3630,208020,NA,3632,3620,3626,0.001103144,56.36900165,0,1
KONISHI Anna,Women's 100m Backstroke,3630,208020,NA,3604,3607,3605.5,0.006795174,56.69518791,0,1
LEE Eunji,Women's 100m Backstroke,3630,208020,NA,3614,NA,3614,0.004427227,56.55949087,0,1
KUBOVA Simona,Women's 100m Backstroke,3630,208020,NA,3695,NA,3695,-0.01759134,55.29769959,0,0
PENG Xuwei,Women's 100m Backstroke,3630,208020,NA,3618,3638,3628,0.000551268,56.33737596,0,1
KAMENEVA Mariia,Women's 100m Backstroke,3630,208020,NA,3628,3589,3608.5,0.005958154,56.64722184,0,1
de WAARD Maaike,Women's 100m Backstroke,3630,208020,NA,3603,3649,3626,0.001103144,56.36900165,0,1
BURIAN Katalin,Women's 100m Backstroke,3630,208020,NA,3607,NA,3607,0.00637649,56.6711949,0,1
COLEMAN Michelle,Women's 100m Backstroke,3630,208020,NA,3654,NA,3654,-0.006568144,55.92939245,0,0
WILD Cassie,Women's 100m Backstroke,3630,208020,NA,3639,3620,3629.5,0.00013776,56.31367957,0,1
LOEYNING Ingeborg,Women's 100m Backstroke,3630,208020,NA,3607,NA,3607,0.00637649,56.6711949,0,1
CHEN Jie,Women's 100m Backstroke,3630,208020,NA,3663,NA,3663,-0.009009009,55.78951679,0,0
RIEDEMANN Laura,Women's 100m Backstroke,3630,208020,NA,3681,NA,3681,-0.013854931,55.51181744,0,0
JACOBY Lydia,Women's 100m Breaststroke,4030,3920,3935,3952,3972,3953,0.019478877,-0.00834809,1,1
SCHOENMAKER Tatjana,Women's 100m Breaststroke,4030,3920,3922,3922,3907,3917,0.028848609,0.000765892,1,1
KING Lilly,Women's 100m Breaststroke,4030,3920,3954,3955,3940,3949.666667,0.020339269,-0.007511182,1,1
CHIKUNOVA Evgeniia,Women's 100m Breaststroke,4030,3920,3990,3976,4007,3991,0.009771987,-0.017790028,0,1
EFIMOVA Yuliya,Women's 100m Breaststroke,4030,3920,3962,3981,3994,3979,0.012817291,-0.014827846,0,1
HANSSON Sophie,Women's 100m Breaststroke,4030,3920,3967,3966,3981,3971.333333,0.014772537,-0.012925969,0,1
CARRARO Martina,Women's 100m Breaststroke,4030,3920,3979,3985,4010,3991.333333,0.009687657,-0.017872056,0,1
Mc SHARRY Mona,Women's 100m Breaststroke,4030,3920,4054,3999,4019,4024,0.001491054,-0.02584493,0,1
GRAND PIERRE Emilie Faith,Women's 100m Breaststroke,4030,3920,NA,4522,NA,4522,-0.108801415,-0.133126935,0,0
SEMYONOVA Darya,Women's 100m Breaststroke,4030,3920,NA,4597,NA,4597,-0.12334131,-0.147269959,0,0
PINA Jayla,Women's 100m Breaststroke,4030,3920,NA,4656,NA,4656,-0.134450172,-0.158075601,0,0
ADAMS Taeyanna,Women's 100m Breaststroke,4030,3920,NA,5136,NA,5136,-0.215342679,-0.236760125,0,0
BA MATRAF Nooran,Women's 100m Breaststroke,4030,3920,NA,5299,NA,5299,-0.239479147,-0.260237781,0,0
SAJINA Aishath,Women's 100m Breaststroke,4030,3920,NA,5639,NA,5639,-0.285334279,-0.304841284,0,0
PODMANIKOVA Andrea,Women's 100m Breaststroke,4030,3920,NA,4116,NA,4116,-0.020894072,-0.047619048,0,0
PHEE Jinq En,Women's 100m Breaststroke,4030,3920,NA,4120,NA,4120,-0.02184466,-0.048543689,0,0
SCANLAN Tilali,Women's 100m Breaststroke,4030,3920,NA,4201,NA,4201,-0.040704594,-0.066888836,0,0
RAJIC Ema,Women's 100m Breaststroke,4030,3920,NA,4202,NA,4202,-0.040932889,-0.0671109,0,0
SANTOS SILVA Emily M,Women's 100m Breaststroke,4030,3920,NA,4330,NA,4330,-0.069284065,-0.094688222,0,0
FISHER-MARSTERS Kirsten Andrea,Women's 100m Breaststroke,4030,3920,NA,4478,NA,4478,-0.100044663,-0.124609201,0,0
KOK SHUN Alicia,Women's 100m Breaststroke,4030,3920,NA,4542,NA,4542,-0.112725672,-0.136944077,0,0
TETEREVKOVA Kotryna,Women's 100m Breaststroke,4030,3920,NA,4042,4059,4050.5,-0.005061104,-0.032218245,0,0
ELENDT Anna Charlott Darcel,Women's 100m Breaststroke,4030,3920,NA,4056,4051,4053.5,-0.005797459,-0.032934501,0,0
ATKINSON Alia,Women's 100m Breaststroke,4030,3920,NA,4090,NA,4090,-0.014669927,-0.041564792,0,0
SCHOUTEN Tes,Women's 100m Breaststroke,4030,3920,NA,4109,NA,4109,-0.019226089,-0.045996593,0,0
LECLUYSE Fanny,Women's 100m Breaststroke,4030,3920,NA,4113,NA,4113,-0.020179917,-0.046924386,0,0
RODRIGUEZ VILLANUEVA Byanca MelissaMEX,Women's 100m Breaststroke,4030,3920,NA,4156,NA,4156,-0.030317613,-0.056785371,0,0
SEBASTIAN Julia,Women's 100m Breaststroke,4030,3920,NA,4175,NA,4175,-0.034730539,-0.061077844,0,0
PETKOVA Diana,Women's 100m Breaststroke,4030,3920,NA,4261,NA,4261,-0.054212626,-0.080028162,0,0
TANG Qianting,Women's 100m Breaststroke,4030,3920,NA,4007,4023,4015,0.00373599,-0.02366127,0,1
WATANABE Kanako,Women's 100m Breaststroke,4030,3920,NA,4021,NA,4021,0.002238249,-0.02511813,0,1
AOKI Reona,Women's 100m Breaststroke,4030,3920,NA,4049,NA,4049,-0.004692517,-0.031859718,0,0
HANSEN Jessica,Women's 100m Breaststroke,4030,3920,NA,4070,NA,4070,-0.00982801,-0.036855037,0,0
ZMUSHKA Alina,Women's 100m Breaststroke,4030,3920,NA,4078,NA,4078,-0.011770476,-0.038744483,0,0
WOG Kelsey Lauren,Women's 100m Breaststroke,4030,3920,NA,4093,NA,4093,-0.015392133,-0.042267286,0,0
HODGES Chelsea,Women's 100m Breaststroke,4030,3920,NA,4030,4020,4025,0.001242236,-0.026086957,0,1
MAMIE Lisa,Women's 100m Breaststroke,4030,3920,NA,4036,4061,4048.5,-0.004569594,-0.031740151,0,0
JEFIMOVA Eneli,Women's 100m Breaststroke,4030,3920,NA,4039,4078,4058.5,-0.007022299,-0.034125909,0,0
VALL MONTERO Jessica,Women's 100m Breaststroke,4030,3920,NA,4027,NA,4027,0.000744971,-0.026570648,0,1
HULKKO Ida,Women's 100m Breaststroke,4030,3920,NA,3979,4022,4000.5,0.007374078,-0.020122485,0,1
VASEY Sarah,Women's 100m Breaststroke,4030,3920,NA,4021,4047,4034,-0.000991572,-0.028259792,0,0
SMITH Kierra,Women's 100m Breaststroke,4030,3920,NA,4107,NA,4107,-0.018748478,-0.045532019,0,0
FAST Emelie,Women's 100m Breaststroke,4030,3920,NA,4118,NA,4118,-0.021369597,-0.048081593,0,0
MACNEIL Margaret,Women's 100m Butterfly,8640,200880,3359,3415,3416,3396.666667,1.543670265,58.14033366,1,1
ZHANG Yufei,Women's 100m Butterfly,8640,200880,3364,3382,3389,3378.333333,1.5574741,58.46127282,1,1
McKEON Emma,Women's 100m Butterfly,8640,200880,3372,3382,3393,3382.333333,1.554449591,58.39095299,1,1
HUSKE Torri,Women's 100m Butterfly,8640,200880,3373,3389,3411,3391,1.547920967,58.23916249,0,1
HANSSON Louise,Women's 100m Butterfly,8640,200880,3382,3457,3452,3430.333333,1.518705665,57.55990671,0,1
WATTEL Marie,Women's 100m Butterfly,8640,200880,3387,3428,3376,3397,1.543420665,58.13453047,0,1
SJOESTROEM Sarah,Women's 100m Butterfly,8640,200880,3451,3378,3400,3409.666667,1.53397204,57.91484994,0,1
SHKURDAI Anastasiya,Women's 100m Butterfly,8640,200880,3425,3459,3439,3441,1.510897995,57.37837838,0,1
SHEIKHALIZADEHKHANGHAH Mariam,Women's 100m Butterfly,8640,200880,NA,3697,NA,3697,1.337030024,53.33594807,0,1
GAFFOOR Aniqah,Women's 100m Butterfly,8640,200880,NA,3933,NA,3933,1.196796339,50.07551487,0,1
MARDINI Yusra,Women's 100m Butterfly,8640,200880,NA,4038,NA,4038,1.139673105,48.7473997,0,1
WALSHE Ellen,Women's 100m Butterfly,8640,200880,NA,3575,NA,3575,1.416783217,55.19020979,0,1
RULE Remedy,Women's 100m Butterfly,8640,200880,NA,3608,NA,3608,1.394678492,54.67627494,0,1
SEBESTYEN Dalma,Women's 100m Butterfly,8640,200880,NA,3619,NA,3619,1.387399834,54.50704615,0,1
ALONSO Luana,Women's 100m Butterfly,8640,200880,NA,3637,NA,3637,1.375584273,54.23233434,0,1
PINTO Jeserik,Women's 100m Butterfly,8640,200880,NA,3660,NA,3660,1.360655738,53.8852459,0,1
SHEEHAN Miriam,Women's 100m Butterfly,8640,200880,NA,3769,NA,3769,1.292385248,52.29795702,0,1
CURZAN Claire,Women's 100m Butterfly,8640,200880,NA,3469,3462,3465.5,1.493146732,56.96566152,0,1
SAVARD Katerine,Women's 100m Butterfly,8640,200880,NA,3471,3490,3480.5,1.482401954,56.71584542,0,1
SURKOVA Arina,Women's 100m Butterfly,8640,200880,NA,3482,3492,3487,1.477774591,56.60825925,0,1
UGOLKOVA Maria,Women's 100m Butterfly,8640,200880,NA,3502,NA,3502,1.467161622,56.36150771,0,1
PUDAR Lana,Women's 100m Butterfly,8640,200880,NA,3512,NA,3512,1.460136674,56.19817768,0,1
GALLAGHER Erin,Women's 100m Butterfly,8640,200880,NA,3609,NA,3609,1.394014963,54.66084788,0,1
di LIDDO Elena,Women's 100m Butterfly,8640,200880,NA,3461,3480,3470.5,1.489554819,56.88214955,0,1
BIANCHI Ilaria,Women's 100m Butterfly,8640,200880,NA,3490,3487,3488.5,1.476709187,56.58348861,0,1
CHIMROVA Svetlana,Women's 100m Butterfly,8640,200880,NA,3484,3474,3479,1.483472262,56.74073009,0,1
GORBENKO Anastasia,Women's 100m Butterfly,8640,200880,NA,3503,NA,3503,1.466457322,56.34513274,0,1
OSMAN Farida,Women's 100m Butterfly,8640,200880,NA,3549,NA,3549,1.434488588,55.60185968,0,1
NTOUNTOUNAKI Anna,Women's 100m Butterfly,8640,200880,NA,3495,3445,3470,1.489913545,56.89048991,0,1
THROSSELL Brianna,Women's 100m Butterfly,8640,200880,NA,3488,3479,3483.5,1.480264102,56.66614038,0,1
JONES Harriet,Women's 100m Butterfly,8640,200880,NA,3553,NA,3553,1.431747819,55.53813679,0,1
BECKMANN Emilie,Women's 100m Butterfly,8640,200880,NA,3564,NA,3564,1.424242424,55.36363636,0,1
AN Sehyeon,Women's 100m Butterfly,8640,200880,NA,3572,NA,3572,1.41881299,55.23740202,0,1
OGUNBANWO Abiola,Women's 100m Freestyle,3268,3156,NA,3614,NA,3614,-0.095738794,-0.126729386,0,0
ANTUNOVIC Andela,Women's 100m Freestyle,3268,3156,NA,3601,NA,3601,-0.092474313,-0.123576784,0,0
SINGH Gaurika,Women's 100m Freestyle,3268,3156,NA,3611,NA,3611,-0.094987538,-0.126003877,0,0
GOMEZ Mineri Kurotori,Women's 100m Freestyle,3268,3156,NA,3840,NA,3840,-0.148958333,-0.178125,0,0
BLAZHEVSKA EMINOVA Mia,Women's 100m Freestyle,3268,3156,NA,3439,NA,3439,-0.049723757,-0.082291364,0,0
CROOKS Jillian,Women's 100m Freestyle,3268,3156,NA,3452,NA,3452,-0.053302433,-0.085747393,0,0
SRISA - ARD Jenjira,Women's 100m Freestyle,3268,3156,NA,3462,NA,3462,-0.056036973,-0.088388215,0,0
SCHUTZMEIER Maria Victoria,Women's 100m Freestyle,3268,3156,NA,3514,NA,3514,-0.070005692,-0.101878201,0,0
FURGESON Colleen,Women's 100m Freestyle,3268,3156,NA,3551,NA,3551,-0.07969586,-0.111236271,0,0
MANUCHARYAN Varsenik,Women's 100m Freestyle,3268,3156,NA,3558,NA,3558,-0.081506464,-0.112984823,0,0
BOUTBIEN Jeanne,Women's 100m Freestyle,3268,3156,NA,3567,NA,3567,-0.083823942,-0.115222876,0,0
SOUSA Catarina,Women's 100m Freestyle,3268,3156,NA,3575,NA,3575,-0.085874126,-0.117202797,0,0
ANTONIOU Kalia,Women's 100m Freestyle,3268,3156,NA,3338,NA,3338,-0.020970641,-0.054523667,0,0
DELGADO Anicka,Women's 100m Freestyle,3268,3156,NA,3356,NA,3356,-0.026221692,-0.059594756,0,0
OSMAN Farida,Women's 100m Freestyle,3268,3156,NA,3374,NA,3374,-0.031416716,-0.064611737,0,0
JORUNNARDOTTIR Snaefridur Sol,Women's 100m Freestyle,3268,3156,NA,3375,NA,3375,-0.031703704,-0.064888889,0,0
COSTEA Bianca-Andreea,Women's 100m Freestyle,3268,3156,NA,3395,NA,3395,-0.037407953,-0.070397644,0,0
MALUKA Ieva,Women's 100m Freestyle,3268,3156,NA,3399,NA,3399,-0.038540747,-0.071491615,0,0
SHEEHAN Miriam,Women's 100m Freestyle,3268,3156,NA,3424,NA,3424,-0.045560748,-0.078271028,0,0
MELIH Amel,Women's 100m Freestyle,3268,3156,NA,3425,NA,3425,-0.045839416,-0.078540146,0,0
TEIJONSALO Fanny,Women's 100m Freestyle,3268,3156,NA,3309,NA,3309,-0.01239045,-0.046237534,0,0
GALLAGHER Erin,Women's 100m Freestyle,3268,3156,NA,3315,NA,3315,-0.014177979,-0.047963801,0,0
UGOLKOVA Maria,Women's 100m Freestyle,3268,3156,NA,3326,NA,3326,-0.017438364,-0.051112447,0,0
MUNOZ del CAMPO Lidon,Women's 100m Freestyle,3268,3156,NA,3337,NA,3337,-0.020677255,-0.054240336,0,0
SHKURDAI Anastasiya,Women's 100m Freestyle,3268,3156,NA,3317,NA,3317,-0.014772385,-0.048537835,0,0
OLIVEIRA Larissa,Women's 100m Freestyle,3268,3156,NA,3353,NA,3353,-0.025350432,-0.058753355,0,0
MEYNEN Julie,Women's 100m Freestyle,3268,3156,NA,3369,NA,3369,-0.029979222,-0.063223508,0,0
QUAH Ting Wen,Women's 100m Freestyle,3268,3156,NA,3396,NA,3396,-0.037691402,-0.070671378,0,0
SJOESTROEM Sarah,Women's 100m Freestyle,3268,3156,NA,3211,3202,3206.5,0.019179791,-0.015749259,0,1
BLUME Pernille,Women's 100m Freestyle,3268,3156,NA,3216,3206,3211,0.017751479,-0.01712862,0,1
HEEMSKERK Femke,Women's 100m Freestyle,3268,3156,NA,3190,3213,3201.5,0.020771513,-0.014212088,0,1
WEITZEIL Abbey,Women's 100m Freestyle,3268,3156,NA,3201,3219,3210,0.018068536,-0.01682243,0,1
BRO Signe,Women's 100m Freestyle,3268,3156,NA,3234,3235,3234.5,0.010357088,-0.024269593,0,1
BONNET Charlotte,Women's 100m Freestyle,3268,3156,NA,3247,3250,3248.5,0.006002771,-0.028474681,0,1
KAMENEVA Mariia,Women's 100m Freestyle,3268,3156,NA,3272,NA,3272,-0.001222494,-0.035452323,0,0
SEGEL Janja,Women's 100m Freestyle,3268,3156,NA,3313,NA,3313,-0.013582855,-0.047389073,0,0
McKEON Emma,Women's 100m Freestyle,3268,3156,NA,3133,3152,3142.5,0.039936356,0.004295943,0,1
HAUGHEY Siobhan Bernadette,Women's 100m Freestyle,3268,3156,NA,3190,3160,3175,0.029291339,-0.005984252,0,1
HOPKIN Anna,Women's 100m Freestyle,3268,3156,NA,3195,3191,3193,0.023488882,-0.011587848,0,1
WATTEL Marie,Women's 100m Freestyle,3268,3156,NA,3251,3192,3221.5,0.01443427,-0.020332143,0,1
KROMOWIDJOJO Ranomi,Women's 100m Freestyle,3268,3156,NA,3251,NA,3251,0.00522916,-0.029221778,0,1
BROWN Erika,Women's 100m Freestyle,3268,3156,NA,3267,3238,3252.5,0.004765565,-0.029669485,0,1
SEEMANOVA Barbora,Women's 100m Freestyle,3268,3156,NA,3278,NA,3278,-0.003050641,-0.037217816,0,0
MUREZ Andrea,Women's 100m Freestyle,3268,3156,NA,3246,NA,3246,0.006777572,-0.027726433,0,1
CAMPBELL Cate,Women's 100m Freestyle,3268,3156,NA,3200,3191,3195.5,0.022688155,-0.012361133,0,1
OLEKSIAK Penny,Women's 100m Freestyle,3268,3156,NA,3215,3206,3210.5,0.017909983,-0.016975549,0,1
YANG Junxuan,Women's 100m Freestyle,3268,3156,NA,3182,NA,3182,0.027027027,-0.008170962,0,1
SANCHEZ Kayla,Women's 100m Freestyle,3268,3156,NA,3192,NA,3192,0.023809524,-0.011278195,0,1
COLEMAN Michelle,Women's 100m Freestyle,3268,3156,NA,3233,3253,3243,0.007708912,-0.026827012,0,1
ANDERSON Freya,Women's 100m Freestyle,3268,3156,NA,3241,3233,3237,0.009576769,-0.02502317,0,1
WU Qingfeng,Women's 100m Freestyle,3268,3156,NA,3267,3326,3296.5,-0.008645533,-0.042620962,0,0
LEDECKY Kathleen,Women's 1500m Freestyle,58470,56140,56254,56135,NA,56194.5,0.040493287,-0.000969846,1,1
SULLIVAN Erica,Women's 1500m Freestyle,58470,56140,56501,56827,NA,56664,0.031872088,-0.009247494,1,1
KOHLER Sarah,Women's 1500m Freestyle,58470,56140,56611,57187,NA,56899,0.027610327,-0.013339426,1,1
WANG Jianjiahe,Women's 1500m Freestyle,58470,56140,56797,56509,NA,56653,0.032072441,-0.009055125,0,1
QUADARELLA Simona,Women's 1500m Freestyle,58470,56140,57277,56854,NA,57065.5,0.024612069,-0.016218205,0,1
MELVERTON Kiah,Women's 1500m Freestyle,58470,56140,57636,57576,NA,57606,0.014998438,-0.025448738,0,1
