Name,Event,Final,Heat,Semi,Podium,AvgTime
UGOLKOVA Maria,Women's 100m Butterfly,NA,3502,NA,0,3502
PUDAR Lana,Women's 100m Butterfly,NA,3512,NA,0,3512
GALLAGHER Erin,Women's 100m Butterfly,NA,3609,NA,0,3609
GORBENKO Anastasia,Women's 100m Butterfly,NA,3503,NA,0,3503
OSMAN Farida,Women's 100m Butterfly,NA,3549,NA,0,3549
JONES Harriet,Women's 100m Butterfly,NA,3553,NA,0,3553
BECKMANN Emilie,Women's 100m Butterfly,NA,3564,NA,0,3564
AN Sehyeon,Women's 100m Butterfly,NA,3572,NA,0,3572
OGUNBANWO Abiola,Women's 100m Freestyle,NA,3614,NA,0,3614
ANTUNOVIC Andela,Women's 100m Freestyle,NA,60.01,NA,0,60.01
SINGH Gaurika,Women's 100m Freestyle,NA,60.11,NA,0,60.11
GOMEZ Mineri Kurotori,Women's 100m Freestyle,NA,64,NA,0,64
BLAZHEVSKA EMINOVA Mia,Women's 100m Freestyle,NA,3439,NA,0,3439
CROOKS Jillian,Women's 100m Freestyle,NA,3452,NA,0,3452
SRISA - ARD Jenjira,Women's 100m Freestyle,NA,3462,NA,0,3462
SCHUTZMEIER Maria Victoria,Women's 100m Freestyle,NA,3514,NA,0,3514
FURGESON Colleen,Women's 100m Freestyle,NA,3551,NA,0,3551
MANUCHARYAN Varsenik,Women's 100m Freestyle,NA,3558,NA,0,3558
BOUTBIEN Jeanne,Women's 100m Freestyle,NA,3567,NA,0,3567
SOUSA Catarina,Women's 100m Freestyle,NA,3575,NA,0,3575
ANTONIOU Kalia,Women's 100m Freestyle,NA,3338,NA,0,3338
DELGADO Anicka,Women's 100m Freestyle,NA,3356,NA,0,3356
OSMAN Farida,Women's 100m Freestyle,NA,3374,NA,0,3374
JORUNNARDOTTIR Snaefridur Sol,Women's 100m Freestyle,NA,3375,NA,0,3375
COSTEA Bianca-Andreea,Women's 100m Freestyle,NA,3395,NA,0,3395
MALUKA Ieva,Women's 100m Freestyle,NA,3399,NA,0,3399
SHEEHAN Miriam,Women's 100m Freestyle,NA,3424,NA,0,3424
MELIH Amel,Women's 100m Freestyle,NA,3425,NA,0,3425
TEIJONSALO Fanny,Women's 100m Freestyle,NA,3309,NA,0,3309
GALLAGHER Erin,Women's 100m Freestyle,NA,3315,NA,0,3315
UGOLKOVA Maria,Women's 100m Freestyle,NA,3326,NA,0,3326
MUNOZ del CAMPO Lidon,Women's 100m Freestyle,NA,3337,NA,0,3337
SHKURDAI Anastasiya,Women's 100m Freestyle,NA,3317,NA,0,3317
OLIVEIRA Larissa,Women's 100m Freestyle,NA,3353,NA,0,3353
MEYNEN Julie,Women's 100m Freestyle,NA,3369,NA,0,3369
QUAH Ting Wen,Women's 100m Freestyle,NA,3396,NA,0,3396
KAMENEVA Mariia,Women's 100m Freestyle,NA,3272,NA,0,3272
SEGEL Janja,Women's 100m Freestyle,NA,3313,NA,0,3313
KROMOWIDJOJO Ranomi,Women's 100m Freestyle,NA,3251,NA,0,3251
SEEMANOVA Barbora,Women's 100m Freestyle,NA,3278,NA,0,3278
MUREZ Andrea,Women's 100m Freestyle,NA,3246,NA,0,3246
YANG Junxuan,Women's 100m Freestyle,NA,3182,NA,0,3182
SANCHEZ Kayla,Women's 100m Freestyle,NA,3192,NA,0,3192
LEDECKY Kathleen,Women's 1500m Freestyle,937.34,935.35,NA,1,935.35
SULLIVAN Erica,Women's 1500m Freestyle,941.41,946.67,NA,1,946.67
KOHLER Sarah,Women's 1500m Freestyle,942.91,952.67,NA,1,952.67
WANG Jianjiahe,Women's 1500m Freestyle,946.37,941.49,NA,0,941.49
QUADARELLA Simona,Women's 1500m Freestyle,953.97,947.34,NA,0,947.34
MELVERTON Kiah,Women's 1500m Freestyle,960.36,958.96,NA,0,958.96
KIRPICHNIKOVA Anastasiia,Women's 1500m Freestyle,960.38,950.22,NA,0,950.22
GOUGH Maddy,Women's 1500m Freestyle,965.81,956.81,NA,0,956.81
BELLIO Katrina,Women's 1500m Freestyle,NA,984.37,NA,0,984.37
VALLONI Arianna,Women's 1500m Freestyle,NA,1014.64,NA,0,1014.64
GATT Sasha,Women's 1500m Freestyle,NA,1017.47,NA,0,1017.47
KAHLER Marlene,Women's 1500m Freestyle,NA,980.05,NA,0,980.05
DIZOTTI Beatriz Pimentel,Women's 1500m Freestyle,NA,989.37,NA,0,989.37
BACH Helena,Women's 1500m Freestyle,NA,989.56,NA,0,989.56
THOMAS Eve,Women's 1500m Freestyle,NA,989.66,NA,0,989.66
HAN Dakyung,Women's 1500m Freestyle,NA,993.59,NA,0,993.59
McINTOSH Hayley,Women's 1500m Freestyle,NA,1004.43,NA,0,1004.43
MIHALYVARI-FARKAS Viktoria,Women's 1500m Freestyle,NA,962.26,NA,0,962.26
HASSLER Julia,Women's 1500m Freestyle,NA,972.55,NA,0,972.55
ERTAN Deniz,Women's 1500m Freestyle,NA,973.22,NA,0,973.22
JUNGBLUT Viviane,Women's 1500m Freestyle,NA,981.29,NA,0,981.29
HOLUB Tamila,Women's 1500m Freestyle,NA,985.16,NA,0,985.16
DURAES Diana,Women's 1500m Freestyle,NA,989.15,NA,0,989.15
RIEDER Celine,Women's 1500m Freestyle,NA,992.57,NA,0,992.57
FAIN Katja,Women's 1500m Freestyle,NA,995.92,NA,0,995.92
LI Bingjie,Women's 1500m Freestyle,NA,959.92,NA,0,959.92
TUNCEL Merve,Women's 1500m Freestyle,NA,960.51,NA,0,960.51
CARAMIGNOLI Martina Rita,Women's 1500m Freestyle,NA,962.43,NA,0,962.43
PEREZ BLANCO Jimena,Women's 1500m Freestyle,NA,975.99,NA,0,975.99
KESELY Ajna,Women's 1500m Freestyle,NA,959.8,NA,0,959.8
KOBRICH Kristel,Women's 1500m Freestyle,NA,969.09,NA,0,969.09
BELMONTE Mireia,Women's 1500m Freestyle,NA,971.68,NA,0,971.68
PIGNATIELLO Delfina,Women's 1500m Freestyle,NA,993.69,NA,0,993.69
LOEYNING Ingeborg,Women's 200m Backstroke,NA,131.68,NA,0,131.68
MARQUEZ Celina,Women's 200m Backstroke,NA,134.72,NA,0,134.72
PASSON Felicity,Women's 200m Backstroke,NA,136.18,NA,0,136.18
LEE Eunji,Women's 200m Backstroke,NA,131.72,NA,0,131.72
WILD Cassie,Women's 200m Backstroke,NA,132.93,NA,0,132.93
LARA Krystal,Women's 200m Backstroke,NA,138.63,NA,0,138.63
ZEVINA Daryna,Women's 200m Backstroke,NA,132.3,NA,0,132.3
HOSSZU Katinka,Women's 200m Backstroke,NA,132.84,NA,0,132.84
USTINOVA Daria K,Women's 200m Backstroke,NA,133.72,NA,0,133.72
KUBOVA Simona,Women's 200m Backstroke,NA,135.81,NA,0,135.81
GALYER Ali,Women's 200m Backstroke,NA,135.16,NA,0,135.16
HORSKA Kristyna,Women's 200m Breaststroke,NA,145.03,NA,0,145.03
Mc SHARRY Mona,Women's 200m Breaststroke,NA,145.08,NA,0,145.08
TETEREVKOVA Kotryna,Women's 200m Breaststroke,NA,146.82,NA,0,146.82
RODRIGUEZ VILLANUEVA Byanca Melissa MEX,Women's 200m Breaststroke,NA,146.87,NA,0,146.87
BEKESI Eszter,Women's 200m Breaststroke,NA,146.89,NA,0,146.89
JEFIMOVA Eneli,Women's 200m Breaststroke,NA,147.87,NA,0,147.87
PODMANIKOVA Andrea,Women's 200m Breaststroke,NA,149.56,NA,0,149.56
PHEE Jinq En,Women's 200m Breaststroke,NA,152.57,NA,0,152.57
GORBENKO Anastasia,Women's 200m Breaststroke,NA,148.41,NA,0,148.41
WATANABE Kanako,Women's 200m Breaststroke,NA,144.73,NA,0,144.73
GARCIA URZAINQUI Marina,Women's 200m Breaststroke,NA,146.21,NA,0,146.21
ZMUSHKA Alina,Women's 200m Breaststroke,NA,147.59,NA,0,147.59
SEBASTIAN Julia,Women's 200m Breaststroke,NA,149.55,NA,0,149.55
WOG Kelsey Lauren,Women's 200m Breaststroke,NA,144.27,NA,0,144.27
HARKIN Abbey,Women's 200m Breaststroke,NA,144.41,NA,0,144.41
CARRARO Martina,Women's 200m Breaststroke,NA,146.17,NA,0,146.17
ZHANG Yufei,Women's 200m Butterfly,123.86,NA,124.89,1,124.89
SMITH Regan,Women's 200m Butterfly,125.3,NA,126.64,1,126.64
FLICKINGER Hali,Women's 200m Butterfly,125.65,NA,126.23,1,126.23
KAPAS Boglarka,Women's 200m Butterfly,126.53,NA,126.59,0,126.59
CHIMROVA Svetlana,Women's 200m Butterfly,127.7,NA,128.62,0,128.62
YU Liyan,Women's 200m Butterfly,127.85,NA,127.04,0,127.04
THOMAS Alys Margaret,Women's 200m Butterfly,127.9,NA,129.07,0,129.07
THROSSELL Brianna,Women's 200m Butterfly,129.48,NA,128.41,0,128.41
MONTEIRO Ana,Women's 200m Butterfly,NA,NA,129.82,0,129.82
BACH Helena,Women's 200m Butterfly,NA,NA,130.05,0,130.05
TACYILDIZ Defne,Women's 200m Butterfly,NA,NA,131.27,0,131.27
AVILA MANCIA Julimar,Women's 200m Butterfly,NA,NA,136.38,0,136.38
HASEGAWA Suzuka,Women's 200m Butterfly,NA,NA,129.42,0,129.42
STEPHENS Laura,Women's 200m Butterfly,NA,NA,129.49,0,129.49
HENTKE Franziska,Women's 200m Butterfly,NA,NA,130.89,0,130.89
RULE Remedy,Women's 200m Butterfly,NA,NA,132.89,0,132.89
MALUKA Ieva,Women's 200m Freestyle,NA,123.75,NA,0,123.75
PADRON Beatriz,Women's 200m Freestyle,NA,124.56,NA,0,124.56
SANTIS Gabriela,Women's 200m Freestyle,NA,127.24,NA,0,127.24
KHIYARA Lina,Women's 200m Freestyle,NA,128.8,NA,0,128.8
DOUEIHY Gabriella,Women's 200m Freestyle,NA,131.29,NA,0,131.29
SEGEL Janja,Women's 200m Freestyle,NA,118.38,NA,0,118.38
ANDRUSENKO Veronika,Women's 200m Freestyle,NA,119.17,NA,0,119.17
NGUYEN THI ANH Anh Vien,Women's 200m Freestyle,NA,125.3,NA,0,125.3
EVANS Joanna,Women's 200m Freestyle,NA,118.4,NA,0,118.4
JORUNNARDOTTIR Snaefridur Sol,Women's 200m Freestyle,NA,120.2,NA,0,120.2
MUREZ Andrea,Women's 200m Freestyle,NA,118.97,NA,0,118.97
LI Bingjie,Women's 200m Freestyle,NA,119.03,NA,0,119.03
GAMEZ MATOS Elisbet,Women's 200m Freestyle,NA,120.56,NA,0,120.56
TITMUS Ariarne,Women's 400m Freestyle,236.69,241.66,NA,1,241.66
LEDECKY Kathleen,Women's 400m Freestyle,237.36,240.45,NA,1,240.45
LI Bingjie,Women's 400m Freestyle,241.08,241.57,NA,1,241.57
McINTOSH Summer,Women's 400m Freestyle,242.42,242.72,NA,0,242.72
TANG Muhan,Women's 400m Freestyle,244.1,244.07,NA,0,244.07
GOSE Isabel,Women's 400m Freestyle,244.98,243.21,NA,0,243.21
MADDEN Paige,Women's 400m Freestyle,246.81,243.98,NA,0,243.98
FAIRWEATHER Erika,Women's 400m Freestyle,248.01,242.28,NA,0,242.28
ZEQIRI Eda,Women's 400m Freestyle,NA,278.02,NA,0,278.02
TE FLAN Talita,Women's 400m Freestyle,NA,278.92,NA,0,278.92
KUIPERS Natalia Jean,Women's 400m Freestyle,NA,279.42,NA,0,279.42
HASSLER Julia,Women's 400m Freestyle,NA,246.98,NA,0,246.98
EVANS Joanna,Women's 400m Freestyle,NA,247.5,NA,0,247.5
KAHLER Marlene,Women's 400m Freestyle,NA,248.37,NA,0,248.37
TUNCEL Merve,Women's 400m Freestyle,NA,251.06,NA,0,251.06
HAN Dakyung,Women's 400m Freestyle,NA,256.49,NA,0,256.49
GATT Sasha,Women's 400m Freestyle,NA,259.75,NA,0,259.75
RABARIJAONA Tiana,Women's 400m Freestyle,NA,268.41,NA,0,268.41
KIRPICHNIKOVA Anastasiia,Women's 400m Freestyle,NA,248.01,NA,0,248.01
EGOROVA Anna,Women's 400m Freestyle,NA,248.24,NA,0,248.24
BOCEKLER Beril,Women's 400m Freestyle,NA,248.27,NA,0,248.27
NAMBA Miyu,Women's 400m Freestyle,NA,253.49,NA,0,253.49
COOK Tamsin,Women's 400m Freestyle,NA,244.8,NA,0,244.8
KESELY Ajna,Women's 400m Freestyle,NA,245.34,NA,0,245.34
KOBORI Waka,Women's 400m Freestyle,NA,245.57,NA,0,245.57
KULLMANN Leonie Marlen,Women's 400m Freestyle,NA,250.25,NA,0,250.25
XIMENES BELO Imelda,Women's 50m Freestyle,NA,2009,NA,0,2009
KAZE Odrina,Women's 50m Freestyle,NA,2019,NA,0,2019
IBRAHIM Haneen,Women's 50m Freestyle,NA,2089,NA,0,2089
AGAHOZO Alphonsine,Women's 50m Freestyle,NA,1850,NA,0,1850
CHILTON Osisang,Women's 50m Freestyle,NA,1867,NA,0,1867
DUMBUYA Tity,Women's 50m Freestyle,NA,1916,NA,0,1916
SAUVOUREL Chloe,Women's 50m Freestyle,NA,1938,NA,0,1938
MOUSSA MAHAMANE Roukaya,Women's 50m Freestyle,NA,1941,NA,0,1941
GIRARD de LANGLADE MPALI Aya,Women's 50m Freestyle,NA,1944,NA,0,1944
SANGALA Stefan,Women's 50m Freestyle,NA,2312,NA,0,2312
TYURINA Anastasiya,Women's 50m Freestyle,NA,1745,NA,0,1745
BUDCHARERN Siri Arun,Women's 50m Freestyle,NA,1762,NA,0,1762
KHEUN Bunpichmorakat,Women's 50m Freestyle,NA,1782,NA,0,1782
DASHTI Lara,Women's 50m Freestyle,NA,1809,NA,0,1809
AHMED Junayna,Women's 50m Freestyle,NA,1818,NA,0,1818
RADJI Nafissath,Women's 50m Freestyle,NA,1839,NA,0,1839
YOUNG Robyn,Women's 50m Freestyle,NA,1841,NA,0,1841
NOUR Dania,Women's 50m Freestyle,NA,1843,NA,0,1843
MEAURI Judith,Women's 50m Freestyle,NA,1676,NA,0,1676
PERSAUD Aleka,Women's 50m Freestyle,NA,1696,NA,0,1696
OUEDRAOGO Angelika,Women's 50m Freestyle,NA,1718,NA,0,1718
de FREITAS Mya,Women's 50m Freestyle,NA,1737,NA,0,1737
YUSUF ABDULLA Noor,Women's 50m Freestyle,NA,1767,NA,0,1767
MAKWENDA Jessica,Women's 50m Freestyle,NA,1776,NA,0,1776
DAY Noelani Malia,Women's 50m Freestyle,NA,1746,NA,0,1746
MATEUS Alicia,Women's 50m Freestyle,NA,1803,NA,0,1803
MILANESI Norah Elisabeth,Women's 50m Freestyle,NA,1601,NA,0,1601
CHARLEMAGNE Mikaili,Women's 50m Freestyle,NA,1659,NA,0,1659
ROVA Cheyenne,Women's 50m Freestyle,NA,1631,NA,0,1631
BATBAYAR Enkhkhuslen,Women's 50m Freestyle,NA,1649,NA,0,1649
PALJK Tilka,Women's 50m Freestyle,NA,1654,NA,0,1654
ROBERTS Samantha,Women's 50m Freestyle,NA,1683,NA,0,1683
KHAN Bisma,Women's 50m Freestyle,NA,1698,NA,0,1698
TAKYI Unilez,Women's 50m Freestyle,NA,1705,NA,0,1705
DELGADO Anicka,Women's 50m Freestyle,NA,1536,NA,0,1536
PHILLIP Elinah,Women's 50m Freestyle,NA,1574,NA,0,1574
MERIZAJ Nikol,Women's 50m Freestyle,NA,1581,NA,0,1581
MUTETI Emily,Women's 50m Freestyle,NA,1591,NA,0,1591
BAQLAH Talita,Women's 50m Freestyle,NA,1609,NA,0,1609
RAJIC Ema,Women's 50m Freestyle,NA,1609,NA,0,1609
NAMUTEBI Kirabo,Women's 50m Freestyle,NA,1623,NA,0,1623
KRITININA Natalya,Women's 50m Freestyle,NA,1653,NA,0,1653
ARCILA HURTADO Isabella,Women's 50m Freestyle,NA,1541,NA,0,1541
COSTEA Bianca-Andreea,Women's 50m Freestyle,NA,1561,NA,0,1561
PINTO Jeserik,Women's 50m Freestyle,NA,1565,NA,0,1565
MELIH Amel,Women's 50m Freestyle,NA,1577,NA,0,1577
TORREZ Karen,Women's 50m Freestyle,NA,1577,NA,0,1577
HUANG Mei-Chien,Women's 50m Freestyle,NA,1599,NA,0,1599
PONSON Allyson,Women's 50m Freestyle,NA,1563,NA,0,1563
THOMPSON Cherelle,Women's 50m Freestyle,NA,1579,NA,0,1579
MUNOZ del CAMPO Lidon,Women's 50m Freestyle,NA,1510,NA,0,1510
OSMAN Farida,Women's 50m Freestyle,NA,1513,NA,0,1513
MEYNEN Julie,Women's 50m Freestyle,NA,1536,NA,0,1536
ANTONIOU Kalia,Women's 50m Freestyle,NA,1541,NA,0,1541
MUREZ Andrea,Women's 50m Freestyle,NA,1548,NA,0,1548
HILL Danielle,Women's 50m Freestyle,NA,1570,NA,0,1570
SRISA - ARD Jenjira,Women's 50m Freestyle,NA,1597,NA,0,1597
QUAH Ting Wen,Women's 50m Freestyle,NA,1576,NA,0,1576
COLEMAN Michelle,Women's 50m Freestyle,NA,1524,NA,0,1524
SANCHEZ Kayla,Women's 50m Freestyle,NA,1533,NA,0,1533
HEEMSKERK Femke,Women's 50m Freestyle,NA,1517,NA,0,1517
KAMENEVA Mariia,Women's 50m Freestyle,NA,1523,NA,0,1523
SEEMANOVA Barbora,Women's 50m Freestyle,NA,1532,NA,0,1532
MEDEIROS Etiene,Women's 50m Freestyle,NA,1545,NA,0,1545
HAUGHEY Siobhan Bernadette,Women's 50m Freestyle,NA,1515,NA,0,1515
LEDECKY Kathleen,Women's 800m Freestyle,492.57,495.67,NA,1,495.67
TITMUS Ariarne,Women's 800m Freestyle,493.83,498.99,NA,1,498.99
QUADARELLA Simona,Women's 800m Freestyle,498.35,497.32,NA,1,497.32
GRIMES Katie,Women's 800m Freestyle,499.38,497.05,NA,0,497.05
WANG Jianjiahe,Women's 800m Freestyle,501.93,500.58,NA,0,500.58
MELVERTON Kiah,Women's 800m Freestyle,502.25,500.45,NA,0,500.45
KOHLER Sarah,Women's 800m Freestyle,504.56,497.33,NA,0,497.33
KIRPICHNIKOVA Anastasiia,Women's 800m Freestyle,506.3,498.77,NA,0,498.77
THOMAS Eve,Women's 800m Freestyle,NA,512.51,NA,0,512.51
KOBRICH Kristel,Women's 800m Freestyle,NA,512.58,NA,0,512.58
JUNGBLUT Viviane,Women's 800m Freestyle,NA,518.88,NA,0,518.88
FAIN Katja,Women's 800m Freestyle,NA,521.13,NA,0,521.13
HAN Dakyung,Women's 800m Freestyle,NA,526.66,NA,0,526.66
VALLONI Arianna,Women's 800m Freestyle,NA,534.78,NA,0,534.78
NGUYEN THI ANH Anh Vien,Women's 800m Freestyle,NA,543.56,NA,0,543.56
McINTOSH Summer,Women's 800m Freestyle,NA,505.04,NA,0,505.04
HASSLER Julia,Women's 800m Freestyle,NA,506.99,NA,0,506.99
KOBORI Waka,Women's 800m Freestyle,NA,508.9,NA,0,508.9
NAMBA Miyu,Women's 800m Freestyle,NA,512.04,NA,0,512.04
PEREZ BLANCO Jimena,Women's 800m Freestyle,NA,513.98,NA,0,513.98
KAHLER Marlene,Women's 800m Freestyle,NA,516.16,NA,0,516.16
ERTAN Deniz,Women's 800m Freestyle,NA,516.29,NA,0,516.29
HOLUB Tamila,Women's 800m Freestyle,NA,520.04,NA,0,520.04
GOSE Isabel,Women's 800m Freestyle,NA,501.79,NA,0,501.79
LI Bingjie,Women's 800m Freestyle,NA,502.49,NA,0,502.49
KESELY Ajna,Women's 800m Freestyle,NA,506.2,NA,0,506.2
PIGNATIELLO Delfina,Women's 800m Freestyle,NA,524.85,NA,0,524.85
TUNCEL Merve,Women's 800m Freestyle,NA,505.62,NA,0,505.62
BELMONTE Mireia,Women's 800m Freestyle,NA,506.71,NA,0,506.71
CARAMIGNOLI Martina Rita,Women's 800m Freestyle,NA,513.15,NA,0,513.15
